Word,Gender,Number,Lemma
urétéraux,masculine,plural,urétéral
urétérale,feminine,singular,urétéral
urétérales,feminine,plural,urétéral
urétéro-utérin,masculine,singular,urétéro-utérin
urétéro-vaginal,masculine,singular,urétéro-vaginal
urétéro-vésical,masculine,singular,urétéro-vésical
urétéro-vésicaux,masculine,plural,urétéro-vésical
urétérovésical,masculine,singular,urétérovésical
urétéro-vésicale,feminine,singular,urétérovésical
usable,invariable,singular,usable
usables,invariable,plural,usable
usager,masculine,singular,usager
usagers,masculine,plural,usager
usagère,feminine,singular,usager
usagères,feminine,plural,usager
usagé,masculine,singular,usagé
usagés,masculine,plural,usagé
usagée,feminine,singular,usagé
usagées,feminine,plural,usagé
usant,masculine,singular,usant
usants,masculine,plural,usant
usante,feminine,singular,usant
usantes,feminine,plural,usant
USB,invariable,invariable,USB
useur,masculine,singular,useur
useurs,masculine,plural,useur
useuse,feminine,singular,useur
useuses,feminine,plural,useur
usinable,invariable,singular,usinable
usinables,invariable,plural,usinable
usinier,masculine,singular,usinier
usiniers,masculine,plural,usinier
usinière,feminine,singular,usinier
usinières,feminine,plural,usinier
usiné,masculine,singular,usiné
usinés,masculine,plural,usiné
usinée,feminine,singular,usiné
usinées,feminine,plural,usiné
usité,masculine,singular,usité
usités,masculine,plural,usité
usitée,feminine,singular,usité
usitées,feminine,plural,usité
usuel,masculine,singular,usuel
usuels,masculine,plural,usuel
usuelle,feminine,singular,usuel
usuelles,feminine,plural,usuel
usufructuaire,invariable,singular,usufructuaire
usufructuaires,invariable,plural,usufructuaire
usufruitier,masculine,singular,usufruitier
usufruitiers,masculine,plural,usufruitier
usufruitière,feminine,singular,usufruitier
usufruitières,feminine,plural,usufruitier
usuraire,invariable,singular,usuraire
usuraires,invariable,plural,usuraire
usurpateur,masculine,singular,usurpateur
usurpateurs,masculine,plural,usurpateur
usurpatrice,feminine,singular,usurpateur
usurpatrices,feminine,plural,usurpateur
usurpatoire,invariable,singular,usurpatoire
usurpatoires,invariable,plural,usurpatoire
usurpé,masculine,singular,usurpé
usurpés,masculine,plural,usurpé
usurpée,feminine,singular,usurpé
usurpées,feminine,plural,usurpé
usé,masculine,singular,usé
usés,masculine,plural,usé
usée,feminine,singular,usé
usées,feminine,plural,usé
ute,masculine,singular,ute
utile,invariable,singular,utile
utiles,invariable,plural,utile
utilisable,invariable,singular,utilisable
utilisables,invariable,plural,utilisable
utilisateur,masculine,singular,utilisateur
utilisateurs,masculine,plural,utilisateur
utilisatrice,feminine,singular,utilisateur
utilisatrices,feminine,plural,utilisateur
utilisé,masculine,singular,utilisé
utilisés,masculine,plural,utilisé
utilisée,feminine,singular,utilisé
utilisées,feminine,plural,utilisé
utilitaire,invariable,singular,utilitaire
utilitaires,invariable,plural,utilitaire
utilitariste,invariable,singular,utilitariste
utilitaristes,invariable,plural,utilitariste
uto-aztèque,invariable,singular,uto-aztèque
utopique,invariable,singular,utopique
utopiques,invariable,plural,utopique
utopiste,invariable,singular,utopiste
utopistes,invariable,plural,utopiste
utriculaire,invariable,singular,utriculaire
utriculaires,invariable,plural,utriculaire
utriculeuse,feminine,singular,utriculeux
utriculeuses,feminine,plural,utriculeux
utriculeux,masculine,invariable,utriculeux
utriculé,masculine,singular,utriculé
utriculés,masculine,plural,utriculé
utriculée,feminine,singular,utriculé
utriculées,feminine,plural,utriculé
utérin,masculine,singular,utérin
utérins,masculine,plural,utérin
utérine,feminine,singular,utérin
utérines,feminine,plural,utérin
utéro-ovariennes,feminine,plural,utéro-ovarien
utéro-placentaires,invariable,plural,utéroplacentaire
utérosacré,masculine,singular,utérosacré
utérosacrés,masculine,plural,utérosacré
utérosacrée,feminine,singular,utérosacré
utérosacrées,feminine,plural,utérosacré
utérovaginal,masculine,singular,utérovaginal
utéro-vaginale,feminine,singular,utérovaginal
uval,masculine,singular,uval
uvaux,masculine,plural,uval
uvale,feminine,singular,uval
uvales,feminine,plural,uval
uvifère,invariable,singular,uvifère
uvifères,invariable,plural,uvifère
uvulaire,invariable,singular,uvulaire
uvulaires,invariable,plural,uvulaire
uvéal,masculine,singular,uvéal
uvéaux,masculine,plural,uvéal
uvéale,feminine,singular,uvéal
uvéales,feminine,plural,uvéal
uxorilocal,masculine,singular,uxorilocal
uxorilocaux,masculine,plural,uxorilocal
uxorilocale,feminine,singular,uxorilocal
uxorilocales,feminine,plural,uxorilocal
uzbek,invariable,singular,uzbek
uzbeks,invariable,plural,uzbek
uê,masculine,singular,uê
va-t-en-guerre,invariable,invariable,va-t-en-guerre
vacancier,masculine,singular,vacancier
vacanciers,masculine,plural,vacancier
vacancière,feminine,singular,vacancier
vacancières,feminine,plural,vacancier
vacant,masculine,singular,vacant
vacants,masculine,plural,vacant
vacante,feminine,singular,vacant
vacantes,feminine,plural,vacant
vacataire,invariable,singular,vacataire
vacataires,invariable,plural,vacataire
vaccinable,invariable,singular,vaccinable
vaccinables,invariable,plural,vaccinable
vaccinal,masculine,singular,vaccinal
vaccinaux,masculine,plural,vaccinal
vaccinale,feminine,singular,vaccinal
vaccinales,feminine,plural,vaccinal
vaccinant,masculine,singular,vaccinant
vaccinants,masculine,plural,vaccinant
vaccinante,feminine,singular,vaccinant
vaccinantes,feminine,plural,vaccinant
vaccinateur,masculine,singular,vaccinateur
vaccinateurs,masculine,plural,vaccinateur
vaccinatrice,feminine,singular,vaccinateur
vaccinatrices,feminine,plural,vaccinateur
vacciniforme,invariable,singular,vacciniforme
vacciniformes,invariable,plural,vacciniforme
vaccinifère,invariable,singular,vaccinifère
vaccinifères,invariable,plural,vaccinifère
vaccinogène,invariable,singular,vaccinogène
vaccinogènes,invariable,plural,vaccinogène
vaccinothérapique,masculine,singular,vaccinothérapique
vaccinoïde,invariable,singular,vaccinoïde
vaccinoïdes,invariable,plural,vaccinoïde
vacciné,masculine,singular,vacciné
vaccinés,masculine,plural,vacciné
vaccinée,feminine,singular,vacciné
vaccinées,feminine,plural,vacciné
vachard,masculine,singular,vachard
vachards,masculine,plural,vachard
vacharde,feminine,singular,vachard
vachardes,feminine,plural,vachard
vache,invariable,singular,vache
vaches,invariable,plural,vache
vacher,masculine,singular,vacher
vachers,masculine,plural,vacher
vachère,feminine,singular,vacher
vachères,feminine,plural,vacher
vacillant,masculine,singular,vacillant
vacillants,masculine,plural,vacillant
vacillante,feminine,singular,vacillant
vacillantes,feminine,plural,vacillant
vacillant -ante,masculine,singular,vacillant -ante
vacillatoire,masculine,singular,vacillatoire
vacive,feminine,singular,vacive
vacives,feminine,plural,vacive
vacuiste,invariable,singular,vacuiste
vacuistes,invariable,plural,vacuiste
vacuolaire,invariable,singular,vacuolaire
vacuolaires,invariable,plural,vacuolaire
vadrouillant,masculine,singular,vadrouillant
vadrouillants,masculine,plural,vadrouillant
vadrouillante,feminine,singular,vadrouillant
vadrouillantes,feminine,plural,vadrouillant
vadrouillard,masculine,singular,vadrouillard
vadrouillards,masculine,plural,vadrouillard
vadrouillarde,feminine,singular,vadrouillard
vadrouillardes,feminine,plural,vadrouillard
vadrouilleur,masculine,singular,vadrouilleur
vadrouilleurs,masculine,plural,vadrouilleur
vadrouilleuse,feminine,singular,vadrouilleur
vadrouilleuses,feminine,plural,vadrouilleur
vagabond,masculine,singular,vagabond
vagabonds,masculine,plural,vagabond
vagabonde,feminine,singular,vagabond
vagabondes,feminine,plural,vagabond
vagabondant,masculine,singular,vagabondant
vagabondants,masculine,plural,vagabondant
vagabondante,feminine,singular,vagabondant
vagabondantes,feminine,plural,vagabondant
vagal,masculine,singular,vagal
vagaux,masculine,plural,vagal
vagale,feminine,singular,vagal
vagales,feminine,plural,vagal
vagant,masculine,singular,vagant
vagile,invariable,singular,vagile
vagiles,invariable,plural,vagile
vaginal,masculine,singular,vaginal
vaginaux,masculine,plural,vaginal
vaginale,feminine,singular,vaginal
vaginales,feminine,plural,vaginal
vaginotrope,invariable,singular,vaginotrope
vaginotropes,invariable,plural,vaginotrope
vaginé,masculine,singular,vaginé
vaginés,masculine,plural,vaginé
vaginée,feminine,singular,vaginé
vaginées,feminine,plural,vaginé
vagissant,masculine,singular,vagissant
vagissants,masculine,plural,vagissant
vagissante,feminine,singular,vagissant
vagissantes,feminine,plural,vagissant
vagolytique,invariable,singular,vagolytique
vagolytiques,invariable,plural,vagolytique
vagomimétique,invariable,singular,vagomimétique
vagomimétiques,invariable,plural,vagomimétique
vagoparalytique,invariable,singular,vagoparalytique
vagoparalytiques,invariable,plural,vagoparalytique
vagosympathique,invariable,singular,vagosympathique
vagosympathiques,invariable,plural,vagosympathique
vagotonique,invariable,singular,vagotonique
vagotoniques,invariable,plural,vagotonique
vague,invariable,singular,vague
vagues,invariable,plural,vague
vagueux,masculine,singular,vagueux
vagulaire,masculine,singular,vagulaire
vagulant,masculine,singular,vagulant
vaillant,masculine,singular,vaillant
vaillants,masculine,plural,vaillant
vaillante,feminine,singular,vaillant
vaillantes,feminine,plural,vaillant
vain,masculine,singular,vain
vains,masculine,plural,vain
vaine,feminine,singular,vain
vaines,feminine,plural,vain
vaincu,masculine,singular,vaincu
vaincus,masculine,plural,vaincu
vaincue,feminine,singular,vaincu
vaincues,feminine,plural,vaincu
vainqueur,invariable,singular,vainqueur
vainqueurs,invariable,plural,vainqueur
vairon,masculine,singular,vairon
vairons,masculine,plural,vairon
vairone,feminine,singular,vairon
vairones,feminine,plural,vairon
vairé,masculine,singular,vairé
vairés,masculine,plural,vairé
vairée,feminine,singular,vairé
vairées,feminine,plural,vairé
valable,invariable,singular,valable
valables,invariable,plural,valable
valaisan,masculine,singular,valaisan
valaisans,masculine,plural,valaisan
valaisanne,feminine,singular,valaisan
valaisannes,feminine,plural,valaisan
valaque,invariable,singular,valaque
valaques,invariable,plural,valaque
valdôtain,masculine,singular,valdôtain
valdôtains,masculine,plural,valdôtain
valdôtaine,feminine,singular,valdôtain
valdôtaines,feminine,plural,valdôtain
valencien,masculine,singular,valencien
valenciens,masculine,plural,valencien
valencienne,feminine,singular,valencien
valenciennes,feminine,plural,valencien
valenciennois,masculine,singular,valenciennois
valenciennoise,feminine,singular,valenciennois
valenciennoises,invariable,plural,valenciennois
valentiel,masculine,singular,valentiel
valentinois,masculine,singular,valentinois
valentinoise,feminine,singular,valentinois
valentinoises,invariable,plural,valentinois
valeureuse,feminine,singular,valeureux
valeureuses,feminine,plural,valeureux
valeureux,masculine,invariable,valeureux
valgisant,masculine,singular,valgisant
valgisants,masculine,plural,valgisant
valgisante,feminine,singular,valgisant
valgisantes,feminine,plural,valgisant
valgus,invariable,invariable,valgus
valga,feminine,invariable,valgus
validable,invariable,singular,validable
validables,invariable,plural,validable
validant,masculine,singular,validant
validants,masculine,plural,validant
validante,feminine,singular,validant
validantes,feminine,plural,validant
validateur,masculine,singular,validateur
validateurs,masculine,plural,validateur
validatrice,feminine,singular,validateur
validatrices,feminine,plural,validateur
valide,invariable,singular,valide
valides,invariable,plural,valide
validé,masculine,singular,validé
validés,masculine,plural,validé
validée,feminine,singular,validé
validées,feminine,plural,validé
vallaire,invariable,singular,vallaire
vallaires,invariable,plural,vallaire
vallonneux,masculine,singular,vallonneux
vallonneuse,feminine,singular,vallonneux
vallonneuses,invariable,plural,vallonneux
vallonné,masculine,singular,vallonné
vallonnés,masculine,plural,vallonné
vallonnée,feminine,singular,vallonné
vallonnées,feminine,plural,vallonné
valorisable,invariable,singular,valorisable
valorisables,invariable,plural,valorisable
valorisant,masculine,singular,valorisant
valorisants,masculine,plural,valorisant
valorisante,feminine,singular,valorisant
valorisantes,feminine,plural,valorisant
valseur,masculine,singular,valseur
valseurs,masculine,plural,valseur
valseuse,feminine,singular,valseur
valseuses,feminine,plural,valseur
valué,masculine,singular,valué
valués,masculine,plural,valué
valuée,feminine,singular,valué
valuées,feminine,plural,valué
valvaire,invariable,singular,valvaire
valvaires,invariable,plural,valvaire
valvulaire,invariable,singular,valvulaire
valvulaires,invariable,plural,valvulaire
valvulé,masculine,singular,valvulé
valvulés,masculine,plural,valvulé
valvulée,feminine,singular,valvulé
valvulées,feminine,plural,valvulé
valvé,masculine,singular,valvé
valvés,masculine,plural,valvé
valvée,feminine,singular,valvé
valvées,feminine,plural,valvé
valérianique,invariable,singular,valérianique
valérianiques,invariable,plural,valérianique
valérique,invariable,singular,valérique
valériques,invariable,plural,valérique
valétudinaire,invariable,singular,valétudinaire
valétudinaires,invariable,plural,valétudinaire
vampire,invariable,singular,vampire
vampires,invariable,plural,vampire
vampirique,invariable,singular,vampirique
vampiriques,invariable,plural,vampirique
vampirisé,masculine,singular,vampirisé
vampirisés,masculine,plural,vampirisé
vampirisée,feminine,singular,vampirisé
vampirisées,feminine,plural,vampirisé
vanadeux,masculine,singular,vanadeux
vanadeuse,feminine,singular,vanadeux
vanadeuses,invariable,plural,vanadeux
vanadifère,invariable,singular,vanadifère
vanadifères,invariable,plural,vanadifère
vanadique,invariable,singular,vanadique
vanadiques,invariable,plural,vanadique
vanadié,masculine,singular,vanadié
vanadiés,masculine,plural,vanadié
